State Code,State,Claim Amount,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Claim Reason,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,ResponseNumeric
KS,Kansas,2467.265531,No,Extended,High School or Below,1/15/2011,Unemployed,M,0,Suburban,Single,76,8,77,0,2,Personal Auto,Personal L1,Collision,Agent,364.8,Two-Door Car,Medsize,0
IA,Iowa,748.4383041,No,Basic,High School or Below,1/15/2011,Employed,F,51692,Suburban,Married,186,12,28,0,1,Special Auto,Special L3,Collision,Agent,892.8,Luxury Car,Medsize,0
NE,Nebraska,728.2967586,No,Basic,High School or Below,1/31/2011,Employed,M,40858,Suburban,Married,184,10,62,0,1,Personal Auto,Personal L3,Scratch/Dent,Agent,883.2,Luxury SUV,Large,0
OK,Oklahoma,981.6528302,Yes,Basic,College,1/28/2011,Employed,M,37256,Rural,Married,62,15,7,0,2,Personal Auto,Personal L3,Collision,Branch,128.969729,Four-Door Car,Medsize,1
KS,Kansas,529.5625697,No,Basic,Bachelor,1/6/2011,Unemployed,M,0,Suburban,Single,74,19,71,0,3,Personal Auto,Personal L1,Scratch/Dent,Agent,532.8,Four-Door Car,Medsize,0
MO,Missouri,1274.184754,Yes,Basic,Bachelor,1/7/2011,Employed,F,73054,Urban,Married,106,34,36,1,2,Corporate Auto,Corporate L3,Collision,Branch,419.365958,SUV,Medsize,1
MO,Missouri,785.8047444,No,Basic,Bachelor,2/10/2011,Employed,F,20532,Urban,Divorced,67,20,68,0,2,Personal Auto,Personal L2,Collision,Branch,282.657499,Four-Door Car,Large,0
IA,Iowa,239.7536652,No,Basic,Bachelor,2/6/2011,Unemployed,M,0,Suburban,Single,66,23,1,0,1,Personal Auto,Personal L3,Hail,Web,596.494439,Four-Door Car,Medsize,0
IA,Iowa,598.0846151,No,Extended,College,2/17/2011,Employed,F,22946,Suburban,Married,76,18,72,0,8,Personal Auto,Personal L3,Hail,Agent,377.350433,Four-Door Car,Large,0
KS,Kansas,251.3117202,No,Basic,Bachelor,2/14/2011,Employed,M,22475,Suburban,Married,64,25,40,1,1,Personal Auto,Personal L3,Hail,Agent,307.2,Four-Door Car,Large,0
IA,Iowa,940.3962744,No,Basic,High School or Below,2/5/2011,Employed,F,79440,Urban,Divorced,117,11,19,0,8,Personal Auto,Personal L3,Other,Web,500.638118,SUV,Medsize,0
NE,Nebraska,261.880573,No,Basic,College,2/20/2011,Unemployed,M,0,Suburban,Single,74,2,51,0,1,Personal Auto,Personal L3,Collision,Agent,470.956628,Four-Door Car,Medsize,0
IA,Iowa,813.9996817,No,Basic,Master,1/1/2011,Unemployed,M,0,Suburban,Divorced,108,10,42,0,6,Personal Auto,Personal L2,Hail,Branch,518.4,Sports Car,Large,0
MO,Missouri,522.7570224,No,Basic,High School or Below,1/13/2011,Employed,F,70988,Suburban,Married,65,3,82,0,7,Personal Auto,Personal L1,Scratch/Dent,Web,312,Four-Door Car,Medsize,0
IA,Iowa,267.7223462,No,Basic,High School or Below,1/13/2011,Employed,F,56536,Urban,Divorced,67,10,63,0,1,Special Auto,Special L1,Other,Web,301.891189,Four-Door Car,Medsize,0
NE,Nebraska,268.5738737,No,Basic,High School or Below,1/3/2011,Employed,M,45754,Suburban,Divorced,69,34,88,0,1,Personal Auto,Personal L3,Hail,Web,333.189774,Two-Door Car,Medsize,0
IA,Iowa,593.2560456,No,Basic,High School or Below,1/27/2011,Employed,F,48278,Rural,Married,74,22,7,0,4,Personal Auto,Personal L3,Collision,Web,98.198664,Two-Door Car,Medsize,0
IA,Iowa,233.5878238,No,Basic,High School or Below,1/9/2011,Employed,M,22087,Suburban,Married,61,29,3,2,1,Personal Auto,Personal L2,Scratch/Dent,Agent,292.8,Two-Door Car,Small,0
MO,Missouri,481.1184482,No,Extended,High School or Below,1/7/2011,Unemployed,F,0,Urban,Divorced,136,11,30,1,1,Corporate Auto,Corporate L2,Collision,Agent,569.908338,SUV,Medsize,0
OK,Oklahoma,338.6532195,No,Extended,Bachelor,2/10/2011,Unemployed,F,0,Suburban,Married,92,18,79,0,1,Personal Auto,Personal L3,Collision,Branch,571.593637,Two-Door Car,Medsize,0
KS,Kansas,231.1211287,No,Basic,High School or Below,1/6/2011,Disabled,F,24400,Suburban,Single,62,13,25,0,1,Corporate Auto,Corporate L3,Scratch/Dent,Agent,297.6,Two-Door Car,Medsize,0
IA,Iowa,763.5422232,No,Basic,High School or Below,2/18/2011,Unemployed,M,0,Suburban,Single,110,0,66,0,7,Personal Auto,Personal L1,Collision,Branch,1138.687583,SUV,Medsize,0
KS,Kansas,243.4849287,No,Basic,College,1/19/2011,Unemployed,F,0,Urban,Married,66,30,34,0,1,Personal Auto,Personal L2,Collision,Agent,167.073308,Four-Door Car,Medsize,0
OK,Oklahoma,360.5974564,No,Extended,High School or Below,1/6/2011,Disabled,F,13199,Suburban,Divorced,93,23,22,0,1,Personal Auto,Personal L3,Hail,Agent,582.462008,Four-Door Car,Medsize,0
MO,Missouri,333.7980868,No,Extended,Master,1/15/2011,Employed,M,60607,Urban,Married,83,2,82,0,1,Corporate Auto,Corporate L1,Hail,Web,379.583119,Four-Door Car,Medsize,0
MO,Missouri,1256.406775,No,Basic,Doctor,1/14/2011,Unemployed,M,0,Suburban,Married,68,15,52,0,2,Personal Auto,Personal L3,Hail,Web,326.4,Four-Door Car,Medsize,0
KS,Kansas,245.4355436,No,Basic,High School or Below,1/2/2011,Employed,M,74624,Suburban,Married,62,16,71,1,1,Personal Auto,Personal L2,Hail,Branch,297.6,Four-Door Car,Medsize,0
MO,Missouri,1072.20645,No,Extended,College,2/3/2011,Employed,F,54311,Urban,Married,90,20,41,0,2,Personal Auto,Personal L3,Hail,Agent,385.572011,Two-Door Car,Medsize,0
IA,Iowa,507.9830406,No,Basic,Bachelor,1/24/2011,Unemployed,F,0,Suburban,Married,68,6,95,0,5,Personal Auto,Personal L3,Hail,Agent,326.4,Two-Door Car,Small,0
MO,Missouri,382.9278604,No,Extended,Bachelor,1/9/2011,Disabled,F,19240,Suburban,Married,99,25,69,0,1,Personal Auto,Personal L2,Scratch/Dent,Call Center,475.2,Four-Door Car,Small,0
OK,Oklahoma,369.704094,No,Premium,Bachelor,2/10/2011,Unemployed,M,0,Suburban,Single,113,3,91,0,1,Personal Auto,Personal L3,Collision,Agent,813.6,Two-Door Car,Medsize,0
MO,Missouri,1485.419552,No,Basic,College,2/6/2011,Employed,M,37899,Rural,Married,187,9,11,0,5,Personal Auto,Personal L1,Other,Branch,246.993145,Luxury SUV,Medsize,0
NE,Nebraska,493.821454,No,Basic,High School or Below,2/27/2011,Employed,F,76283,Suburban,Married,61,9,99,0,6,Corporate Auto,Corporate L3,Hail,Agent,292.8,Four-Door Car,Medsize,0
MO,Missouri,753.6070851,No,Basic,High School or Below,1/13/2011,Employed,F,69674,Suburban,Married,62,14,18,1,2,Personal Auto,Personal L1,Scratch/Dent,Branch,297.6,Two-Door Car,Medsize,0
MO,Missouri,624.3141785,No,Extended,High School or Below,1/2/2011,Employed,M,57734,Suburban,Divorced,78,2,64,0,3,Personal Auto,Personal L2,Other,Web,374.4,Four-Door Car,Medsize,0
NE,Nebraska,998.3128441,No,Extended,College,1/6/2011,Unemployed,F,0,Suburban,Single,93,19,79,0,2,Personal Auto,Personal L1,Scratch/Dent,Call Center,669.6,Four-Door Car,Medsize,0
MO,Missouri,1294.839854,No,Premium,College,1/21/2011,Employed,M,30763,Suburban,Single,111,28,19,0,2,Personal Auto,Personal L1,Collision,Agent,1072.532443,Four-Door Car,Medsize,0
NE,Nebraska,251.0593651,No,Basic,Bachelor,1/3/2011,Unemployed,M,0,Suburban,Single,70,25,30,0,1,Personal Auto,Personal L3,Collision,Agent,522.41314,Four-Door Car,Small,0
MO,Missouri,516.5571852,No,Basic,Bachelor,2/19/2011,Unemployed,M,0,Suburban,Married,72,6,66,0,5,Personal Auto,Personal L3,Collision,Agent,518.4,Two-Door Car,Small,0
IA,Iowa,741.3422501,No,Basic,College,1/28/2011,Employed,F,52130,Rural,Married,62,17,54,0,2,Personal Auto,Personal L3,Hail,Branch,124.463095,Four-Door Car,Medsize,0
MO,Missouri,300.0437822,No,Basic,High School or Below,2/8/2011,Employed,F,77041,Suburban,Married,74,11,61,0,1,Personal Auto,Personal L3,Scratch/Dent,Agent,475.01424,Two-Door Car,Large,0
MO,Missouri,318.853073,No,Extended,High School or Below,1/3/2011,Employed,F,81081,Urban,Married,79,20,25,0,1,Personal Auto,Personal L3,Hail,Agent,224.888004,Two-Door Car,Medsize,0
MO,Missouri,580.0772699,No,Extended,Bachelor,1/10/2011,Unemployed,F,0,Suburban,Married,78,16,93,0,6,Personal Auto,Personal L2,Hail,Agent,374.4,Four-Door Car,Small,0
IA,Iowa,739.8873941,No,Basic,Bachelor,2/2/2011,Employed,M,27383,Suburban,Married,188,33,25,0,1,Corporate Auto,Corporate L2,Other,Branch,902.4,Luxury Car,Medsize,0
NE,Nebraska,726.9338677,No,Extended,College,1/30/2011,Employed,M,20407,Rural,Married,95,33,6,2,8,Corporate Auto,Corporate L2,Collision,Call Center,36.97749,Four-Door Car,Medsize,0
MO,Missouri,506.7635525,No,Basic,Bachelor,1/26/2011,Employed,F,61067,Rural,Married,64,20,0,1,3,Personal Auto,Personal L3,Hail,Agent,86.309744,Four-Door Car,Medsize,0
NE,Nebraska,622.7365252,No,Extended,College,2/4/2011,Unemployed,M,0,Suburban,Single,94,11,21,0,9,Personal Auto,Personal L2,Scratch/Dent,Agent,676.8,Four-Door Car,Small,0
MO,Missouri,444.8642277,No,Basic,College,2/20/2011,Employed,M,23006,Suburban,Married,113,17,60,0,1,Personal Auto,Personal L3,Collision,Branch,792.104571,SUV,Medsize,0
MO,Missouri,259.5558788,No,Basic,Doctor,1/27/2011,Employed,F,27734,Urban,Married,65,12,86,0,1,Personal Auto,Personal L3,Hail,Call Center,193.33986,Four-Door Car,Medsize,0
IA,Iowa,259.5853636,No,Basic,High School or Below,2/2/2011,Employed,M,48608,Suburban,Divorced,67,18,12,0,1,Personal Auto,Personal L1,Hail,Agent,321.6,Four-Door Car,Medsize,0
NE,Nebraska,681.7430723,No,Basic,Bachelor,1/26/2011,Employed,M,43947,Urban,Married,61,33,43,4,2,Personal Auto,Personal L3,Scratch/Dent,Agent,291.388894,Four-Door Car,Large,0
IA,Iowa,1551.967161,No,Extended,High School or Below,1/20/2011,Medical Leave,M,23402,Suburban,Divorced,82,3,28,0,2,Personal Auto,Personal L3,Scratch/Dent,Agent,393.6,Two-Door Car,Medsize,0
MO,Missouri,385.3473448,No,Basic,College,2/23/2011,Unemployed,F,0,Suburban,Single,110,13,3,0,1,Personal Auto,Personal L2,Collision,Agent,792,SUV,Large,0
IA,Iowa,822.9240991,No,Basic,Master,1/14/2011,Unemployed,F,0,Urban,Married,109,5,63,0,3,Personal Auto,Personal L2,Scratch/Dent,Web,298.636534,SUV,Medsize,0
IA,Iowa,1402.435839,Yes,Premium,High School or Below,2/19/2011,Employed,F,81872,Rural,Married,115,10,55,0,2,Personal Auto,Personal L1,Hail,Web,256.43803,Four-Door Car,Medsize,1
NE,Nebraska,794.8567913,No,Basic,College,1/16/2011,Employed,F,63892,Rural,Married,66,2,80,0,2,Personal Auto,Personal L3,Collision,Agent,90.712257,Four-Door Car,Medsize,0
KS,Kansas,262.4099741,No,Basic,Bachelor,1/27/2011,Medical Leave,F,11822,Urban,Single,70,10,89,0,1,Corporate Auto,Corporate L1,Collision,Agent,285.894115,Two-Door Car,Large,0
OK,Oklahoma,293.3960426,No,Extended,College,1/28/2011,Unemployed,M,0,Rural,Married,83,2,62,0,1,Personal Auto,Personal L3,Hail,Call Center,199.851201,Four-Door Car,Medsize,0
OK,Oklahoma,287.1145075,No,Basic,College,1/28/2011,Employed,M,94178,Urban,Married,72,26,25,1,1,Personal Auto,Personal L2,Hail,Web,226.10336,Four-Door Car,Medsize,0
MO,Missouri,479.9621411,No,Basic,Bachelor,1/24/2011,Unemployed,F,0,Suburban,Married,65,11,25,0,4,Personal Auto,Personal L3,Collision,Agent,312,Two-Door Car,Small,0
KS,Kansas,230.5238251,No,Basic,High School or Below,2/12/2011,Unemployed,F,0,Suburban,Married,62,14,81,0,1,Corporate Auto,Corporate L3,Collision,Call Center,297.6,Four-Door Car,Medsize,0
MO,Missouri,4044.076481,No,Extended,Bachelor,2/15/2011,Unemployed,M,0,Suburban,Single,129,23,59,0,2,Personal Auto,Personal L3,Collision,Call Center,1191.319334,SUV,Medsize,0
KS,Kansas,890.0420359,No,Basic,Bachelor,2/12/2011,Employed,F,83761,Suburban,Divorced,111,1,34,0,5,Personal Auto,Personal L2,Collision,Agent,532.8,SUV,Medsize,0
IA,Iowa,442.8031583,Yes,Basic,High School or Below,1/29/2011,Employed,F,58577,Urban,Married,110,6,62,0,1,Personal Auto,Personal L1,Collision,Agent,303.872752,SUV,Medsize,1
MO,Missouri,378.1690691,No,Extended,College,2/11/2011,Employed,M,46573,Rural,Married,94,26,62,0,1,Personal Auto,Personal L3,Scratch/Dent,Branch,77.778826,Four-Door Car,Medsize,0
MO,Missouri,3286.125616,No,Premium,High School or Below,2/11/2011,Employed,F,49889,Rural,Married,118,8,11,0,2,Personal Auto,Personal L3,Other,Agent,201.545818,Two-Door Car,Medsize,0
MO,Missouri,3586.299324,No,Extended,High School or Below,2/26/2011,Medical Leave,M,26376,Suburban,Divorced,121,7,19,0,2,Personal Auto,Personal L3,Collision,Agent,580.8,SUV,Small,0
IA,Iowa,257.4020376,Yes,Basic,Master,1/14/2011,Employed,F,34990,Rural,Single,65,23,73,0,1,Personal Auto,Personal L1,Hail,Web,42.689135,Four-Door Car,Medsize,1
MO,Missouri,1066.089661,No,Extended,Bachelor,2/24/2011,Employed,F,60642,Urban,Married,133,34,68,0,5,Personal Auto,Personal L3,Collision,Agent,428.27511,SUV,Medsize,0
NE,Nebraska,442.8625763,No,Basic,Bachelor,2/2/2011,Medical Leave,M,18263,Suburban,Married,117,1,18,0,1,Personal Auto,Personal L2,Collision,Branch,758.333096,SUV,Medsize,0
MO,Missouri,2567.414895,No,Basic,Bachelor,2/15/2011,Employed,F,66550,Suburban,Married,107,5,0,1,2,Corporate Auto,Corporate L3,Collision,Agent,513.6,SUV,Medsize,0
KS,Kansas,668.9022728,Yes,Extended,High School or Below,2/13/2011,Employed,M,56980,Suburban,Married,84,33,70,0,7,Personal Auto,Personal L2,Hail,Agent,599.000883,Two-Door Car,Medsize,1
MO,Missouri,1625.680661,No,Extended,High School or Below,1/17/2011,Employed,F,21206,Rural,Married,136,12,9,0,2,Corporate Auto,Corporate L1,Scratch/Dent,Branch,98.086192,Sports Car,Medsize,0
NE,Nebraska,1183.473469,No,Extended,Bachelor,2/17/2011,Unemployed,F,0,Suburban,Single,85,12,37,0,2,Personal Auto,Personal L2,Hail,Agent,612,Four-Door Car,Medsize,0
NE,Nebraska,823.7251407,No,Basic,Master,2/28/2011,Employed,M,48866,Suburban,Married,103,5,76,0,3,Personal Auto,Personal L1,Scratch/Dent,Web,494.4,Sports Car,Medsize,0
IA,Iowa,887.6667487,No,Basic,High School or Below,2/6/2011,Employed,M,30525,Urban,Single,115,24,35,0,3,Personal Auto,Personal L2,Hail,Call Center,368.022992,Sports Car,Small,0
KS,Kansas,437.335826,No,Premium,College,1/6/2011,Disabled,F,25676,Suburban,Married,113,6,84,0,1,Personal Auto,Personal L3,Scratch/Dent,Web,542.4,Two-Door Car,Medsize,0
NE,Nebraska,222.1364314,No,Basic,College,2/13/2011,Unemployed,F,0,Suburban,Single,62,25,30,0,1,Personal Auto,Personal L2,Hail,Call Center,699.521401,Four-Door Car,Medsize,0
OK,Oklahoma,1040.896865,Yes,Basic,High School or Below,2/18/2011,Retired,M,20228,Suburban,Divorced,101,3,43,1,2,Personal Auto,Personal L3,Collision,Branch,523.815839,SUV,Medsize,1
OK,Oklahoma,416.2179638,No,Basic,High School or Below,1/6/2011,Unemployed,M,0,Suburban,Single,67,26,88,3,3,Personal Auto,Personal L3,Collision,Branch,321.6,Four-Door Car,Medsize,0
OK,Oklahoma,1234.970232,No,Basic,Master,1/14/2011,Employed,F,67248,Suburban,Divorced,102,19,4,0,2,Personal Auto,Personal L2,Scratch/Dent,Call Center,489.6,SUV,Medsize,0
MO,Missouri,339.9125502,No,Extended,High School or Below,2/11/2011,Employed,M,28928,Rural,Married,87,23,7,1,1,Personal Auto,Personal L3,Scratch/Dent,Agent,192.644347,Four-Door Car,Medsize,0
MO,Missouri,342.0661111,No,Extended,Master,2/8/2011,Retired,F,11652,Suburban,Married,89,23,13,0,1,Personal Auto,Personal L2,Other,Call Center,526.476537,Two-Door Car,Small,0
KS,Kansas,892.7565817,No,Basic,College,2/14/2011,Medical Leave,M,29136,Suburban,Divorced,118,16,72,0,9,Corporate Auto,Corporate L1,Collision,Agent,566.4,SUV,Large,0
OK,Oklahoma,1085.295712,No,Extended,College,1/26/2011,Employed,M,67696,Rural,Married,97,11,51,5,2,Corporate Auto,Corporate L3,Other,Branch,17.479575,Two-Door Car,Medsize,0
KS,Kansas,436.9595738,No,Basic,High School or Below,2/16/2011,Employed,F,91775,Rural,Married,108,9,35,0,1,Personal Auto,Personal L3,Hail,Branch,256.893746,SUV,Large,0
IA,Iowa,791.5980712,No,Extended,High School or Below,2/5/2011,Employed,M,31383,Suburban,Married,99,24,72,0,6,Corporate Auto,Corporate L2,Hail,Agent,475.2,Four-Door Car,Medsize,0
MO,Missouri,775.4666388,No,Basic,College,2/22/2011,Unemployed,M,0,Suburban,Single,117,2,36,0,3,Corporate Auto,Corporate L3,Scratch/Dent,Agent,918.655051,SUV,Medsize,0
MO,Missouri,224.1463188,No,Basic,Bachelor,1/3/2011,Unemployed,F,0,Suburban,Single,65,22,93,0,1,Corporate Auto,Corporate L1,Collision,Agent,312,Four-Door Car,Medsize,0
MO,Missouri,935.4128045,No,Extended,Bachelor,1/1/2011,Unemployed,M,0,Suburban,Single,135,24,67,0,8,Personal Auto,Personal L1,Collision,Branch,972,SUV,Large,0
IA,Iowa,349.9139864,No,Extended,Bachelor,1/8/2011,Employed,F,37273,Suburban,Divorced,88,10,87,0,1,Personal Auto,Personal L3,Collision,Branch,422.4,Two-Door Car,Large,0
IA,Iowa,514.0391812,No,Extended,College,1/16/2011,Retired,M,26952,Suburban,Divorced,76,1,0,1,8,Corporate Auto,Corporate L1,Collision,Branch,364.8,Four-Door Car,Medsize,0
NE,Nebraska,370.3404606,No,Basic,Bachelor,1/10/2011,Unemployed,M,0,Suburban,Single,109,22,5,0,1,Personal Auto,Personal L3,Collision,Agent,784.8,SUV,Small,0
IA,Iowa,655.5360031,No,Extended,College,1/18/2011,Disabled,M,21853,Suburban,Married,86,10,2,0,5,Personal Auto,Personal L2,Scratch/Dent,Agent,412.8,Four-Door Car,Medsize,0
KS,Kansas,331.2176781,No,Extended,High School or Below,1/29/2011,Disabled,F,27431,Suburban,Married,85,2,39,0,1,Personal Auto,Personal L2,Scratch/Dent,Agent,457.783791,Four-Door Car,Medsize,0
MO,Missouri,1630.19676,Yes,Extended,Master,2/17/2011,Retired,F,19614,Suburban,Married,85,21,32,0,2,Personal Auto,Personal L2,Hail,Agent,574.024018,Two-Door Car,Medsize,1
IA,Iowa,1463.545158,Yes,Extended,Bachelor,2/27/2011,Unemployed,F,0,Suburban,Divorced,139,5,56,0,2,Personal Auto,Personal L3,Collision,Call Center,667.2,SUV,Medsize,1
MO,Missouri,572.3535705,No,Basic,Bachelor,2/9/2011,Employed,F,77646,Suburban,Married,71,3,29,0,6,Personal Auto,Personal L2,Other,Branch,340.8,Four-Door Car,Large,0
MO,Missouri,244.3925701,No,Basic,College,2/12/2011,Unemployed,M,0,Rural,Married,69,2,55,0,1,Personal Auto,Personal L2,Hail,Branch,124.180159,Four-Door Car,Medsize,0
MO,Missouri,1302.413012,Yes,Extended,Master,1/31/2011,Unemployed,M,0,Suburban,Single,125,6,61,0,2,Personal Auto,Personal L2,Collision,Agent,900,SUV,Small,1
MO,Missouri,616.5864761,No,Extended,High School or Below,2/23/2011,Employed,F,60884,Suburban,Married,77,10,56,0,4,Personal Auto,Personal L3,Hail,Branch,491.848498,Four-Door Car,Small,0
IA,Iowa,583.889915,Yes,Basic,High School or Below,1/6/2011,Employed,M,81082,Urban,Married,73,5,85,0,4,Personal Auto,Personal L3,Hail,Agent,281.295903,Four-Door Car,Large,1
OK,Oklahoma,997.1017125,No,Extended,Bachelor,2/17/2011,Employed,F,57483,Suburban,Married,82,4,59,0,2,Personal Auto,Personal L3,Collision,Branch,540.072619,Four-Door Car,Small,0
NE,Nebraska,322.3217276,No,Extended,High School or Below,2/22/2011,Unemployed,F,0,Suburban,Single,91,35,12,1,1,Personal Auto,Personal L2,Scratch/Dent,Agent,655.2,Four-Door Car,Small,0
IA,Iowa,1455.842424,No,Basic,High School or Below,1/28/2011,Employed,M,40260,Urban,Married,73,20,20,0,2,Personal Auto,Personal L1,Other,Web,299.505575,Four-Door Car,Medsize,0
IA,Iowa,903.3246265,No,Basic,High School or Below,2/5/2011,Employed,F,30004,Suburban,Married,112,12,42,0,5,Personal Auto,Personal L3,Scratch/Dent,Web,806.4,SUV,Medsize,0
IA,Iowa,1259.093519,No,Premium,College,1/11/2011,Employed,M,62575,Suburban,Married,106,5,21,0,2,Personal Auto,Personal L1,Hail,Call Center,508.8,Two-Door Car,Medsize,0
NE,Nebraska,816.1781091,No,Basic,High School or Below,1/22/2011,Employed,F,45270,Rural,Single,70,11,63,0,2,Personal Auto,Personal L3,Other,Call Center,46.053458,Two-Door Car,Medsize,0
OK,Oklahoma,273.096734,No,Basic,Bachelor,1/10/2011,Employed,F,24967,Suburban,Married,69,6,38,0,1,Personal Auto,Personal L2,Scratch/Dent,Branch,331.2,Two-Door Car,Medsize,0
IA,Iowa,2029.439491,No,Basic,High School or Below,1/29/2011,Unemployed,M,0,Suburban,Single,73,3,74,0,2,Personal Auto,Personal L3,Scratch/Dent,Branch,525.6,Two-Door Car,Medsize,0
IA,Iowa,530.1835462,No,Basic,High School or Below,1/1/2011,Employed,F,20269,Suburban,Married,66,14,79,0,3,Personal Auto,Personal L3,Collision,Agent,475.2,Two-Door Car,Small,0
MO,Missouri,903.5671134,Yes,Premium,High School or Below,1/21/2011,Employed,F,34337,Suburban,Married,113,20,44,0,9,Special Auto,Special L3,Hail,Web,542.4,Four-Door Car,Large,1
MO,Missouri,467.4705262,No,Premium,High School or Below,2/9/2011,Employed,M,35830,Suburban,Married,118,4,50,1,1,Corporate Auto,Corporate L2,Collision,Agent,597.259924,Four-Door Car,Small,0
MO,Missouri,1067.658892,No,Extended,High School or Below,1/23/2011,Employed,F,55510,Suburban,Divorced,89,1,2,0,2,Personal Auto,Personal L2,Collision,Web,427.2,Two-Door Car,Medsize,0
IA,Iowa,743.7514997,No,Basic,High School or Below,2/23/2011,Employed,F,88360,Suburban,Divorced,185,2,73,0,1,Personal Auto,Personal L2,Collision,Call Center,929.958895,Luxury Car,Large,0
NE,Nebraska,544.7809042,No,Basic,High School or Below,1/3/2011,Unemployed,F,0,Suburban,Married,73,17,15,0,3,Personal Auto,Personal L2,Scratch/Dent,Agent,350.4,Four-Door Car,Medsize,0
MO,Missouri,1555.019077,No,Basic,Bachelor,1/25/2011,Medical Leave,F,17449,Urban,Divorced,71,16,55,0,2,Corporate Auto,Corporate L1,Scratch/Dent,Agent,268.676912,Four-Door Car,Medsize,0
MO,Missouri,3347.334946,Yes,Basic,Bachelor,1/11/2011,Employed,F,33190,Suburban,Divorced,106,18,95,0,2,Personal Auto,Personal L2,Collision,Web,508.8,SUV,Medsize,1
MO,Missouri,801.3608606,No,Basic,Master,1/3/2011,Employed,M,43196,Rural,Married,66,34,71,0,2,Personal Auto,Personal L3,Other,Agent,1.48947,Four-Door Car,Medsize,0
IA,Iowa,506.1180855,No,Basic,Bachelor,2/14/2011,Employed,F,59216,Urban,Married,64,0,66,2,7,Personal Auto,Personal L3,Hail,Branch,200.493214,Four-Door Car,Large,0
NE,Nebraska,703.4345804,No,Basic,Bachelor,2/26/2011,Employed,M,23158,Suburban,Married,63,31,46,3,2,Personal Auto,Personal L2,Hail,Branch,302.4,Four-Door Car,Large,0
IA,Iowa,381.5851163,No,Extended,High School or Below,1/5/2011,Employed,M,38651,Suburban,Single,98,12,83,0,1,Personal Auto,Personal L3,Scratch/Dent,Branch,470.4,Two-Door Car,Medsize,0
